1, 0.442028
2, 15.8432
3, 1.97601
4, 1.07908
5, 0.638008
6, 0.346899
7, 0.241041
8, 0.23222
9, 0.228882
10, 0.228167
11, 0.227928
12, 0.22912
13, 0.228882
14, 0.230074
